HouseholdID	CountryID	MPAID	SettlementID	InterviewYear	YearsResident	TimeMarket	PaternalEthnicity	Religion	PrimaryLivelihood	SecondaryLivelihood	TertiaryLivelihood	FreqFish	FreqSaleFish	PercentIncomeFish	FreqEatFish	PercentProteinFish	MajorFishTechnique	EconomicStatusTrend	EconomicStatusReason	EconomicStatusReasonEnglish	AssetCar	AssetTruck	AssetCarTruck	AssetBicycle	AssetMotorcycle	AssetBoatNoMotor	AssetBoatOutboard	AssetBoatInboard	AssetLandlinePhone	AssetCellPhone	AssetPhoneCombined	AssetTV	AssetRadio	AssetStereo	AssetCD	AssetDVD	AssetEntertain	AssetSatellite	AssetGenerator	CookingFuel	HouseholdDeath	HouseholdBirth	FSNotEnough	FSDidNotLast	FSBalancedDiet	FSAdultSkip	FSFreqAdultSkip	FSEatLess	FSHungry	FSChildPortion	FSLowCostFood	FSChildSkip	FSFreqChildSkip	FSNoMealChild	RightsAccess	RightsHarvest	RightsManage	RightsExclude	RightsTransfer	SocialConflict	MarineGroup	NumberMarineGroup	OtherGroup	NumberOtherGroup	VoteDistrict	VoteNational	NumLocalThreat	NumGlobalThreat	NumLocalAction	NumGlobalAction	PlaceHappy	PlaceFavourite	PlaceMiss	PlaceBest	PlaceFishHere	PlaceBeMyself
4073	360	5	70	2014	61	3	Biak Raja Ampat	1	2	3	996	3	1	1	5	4	1	3	Karena orderan sama saja karena harga kurang		0	0		0	0	0	0	0	3	0		1	0	2	1	0		1	0	3	0	0	3	3	1	0	994	0	0	0	3	0	994	3	1	1	1	1	0	4	0		1		1	1	2	5	2	2	5	5	5	3	3	4
4074	360	5	70	2014	29	2	Biak Raja Ampat	1	3	996	998	1	1	1	4	4	1	4	Karena penghasilan tahun ini lebih banyak dari hasil anyaman		0	0		0	0	1	0	0	8	0		1	0	2	1	1		1	0	3	0	0	2	3	2	0	994	0	0	0	3	0	994	3	1	1	1	0	0	3	1		1		1	1	5	1	4	3	5	5	3	4	5	5
4075	360	5	70	2014	23	2	Ambon	1	7	3	7	3	2	2	4	4	1	4	Karena adanya pekerjaan bangunan yang banyak		0	0		0	0	1	0	0	0	0		1	0	3	0	2		0	1	3	0	0	3	3	3	0	994	0	0	0	3	0	994	3	1	1	1	1	0	4	0		1		1	1	1	3	3	2	5	4	4	4	4	4
4076	360	5	70	2014	70	2.5	Biak Raja Ampat	1	996	3	998	3	1	1	3	4	1	4	Karena ada proyek dari pekerjaan di darat		0	0		0	0	0	1	0	0	0		0	0	0	0	0		0	1	3	0	0	3	3	3	0	994	0	0	0	3	0	994	3	1	1	1	1	0	3	0		1		1	1	2	0	2	0	4	4	4	4	4	4
4077	360	5	72	2014	5	1	Minahasa	1	7	1	998	994	994	994	4	3	994	4	Karena ada penambahan poin dari yayasan		0	0		1	1	0	0	0	3	0		1	1	2	1	1		0	0	2	0	0	3	3	2	0	994	0	0	0	3	0	994	3	1	0	1	1	0	3	0		1		1	1	2	8	3	4	4	4	3	4	3	3
4078	360	5	72	2014	14	2	Biak Beser	1	3	996	998	4	4	4	5	4	1	2	karena hasil laut tidak menentu		0	0		1	0	0	1	1	1	0		1	0	5	1	0		1	1	3	0	0	3	3	2	0	994	0	0	0	3	0	994	3	1	1	0	0	0	4	1		0		1	1	6	4	3	3	4	3	4	4	4	4
4079	360	5	72	2014	27	2	Biak Raja Ampat	1	7	3	998	3	1	1	4	4	1	3	Karena ada membantu keluarga yang lagi sekolah		0	0		0	0	0	0	0	2	0		1	0	0	0	0		1	0	3	0	1	1	3	2	0	994	1	0	1	2	0	994	3	1	0	1	0	0	3	1		1		1	1	3	1	2	1	4	4	4	4	4	4
4080	360	5	72	2014	8	1	Biak	1	3	7	998	4	4	4	5	4	1	2	Karena di tahun ini belum mancing full		0	0		0	0	0	1	0	1	0		1	1	1	0	0		1	1	2	0	0	1	3	2	0	994	0	0	0	3	0	994	3	1	1	1	1	0	3	1		1		1	1	3	3	3	2	5	5	4	5	3	4
4081	360	5	72	2014	13	1	Raja Ampat (Beser)	1	7	3	998	4	1	1	4	4	1	3	Karena pendapatan tiap hari sama saja		0	0		0	0	0	0	0	2	0		1	0	2	1	0		0	1	3	0	0	2	3	1	0	994	0	0	0	3	0	994	3	1	0	1	1	0	3	0		1		1	1	1	1	3	1	4	4	4	4	4	4
4082	360	5	72	2014	11	1.25	Biak Raja Ampat	1	3	1	7	5	4	5	4	4	1	2	Karena mama sakit sehingga jarang untuk turun melaut dan mencari sehingga pendapatan berkurang		0	0		0	0	0	1	2	1	4		1	0	2	0	1		0	1	3	0	0	1	3	2	0	994	0	0	0	3	0	994	3	1	1	1	1	0	3	0		1		1	1	3	0	1	0	5	5	4	4	4	4
4083	360	5	72	2014	14	1	Raja Ampat	1	7	998	998	994	994	994	4	4	994	4	Adanya peningkatan gaji		0	0		0	0	0	0	0	1	0		1	0	1	1	1		1	0	2	0	1	3	3	2	0	994	0	0	0	3	0	994	3	1	0	1	1	0	4	1		1		1	1	1	3	2	2	4	5	5	5	4	4
4084	360	5	72	2014	5	3	Biak Raja Ampat	1	3	998	998	5	5	4	3	4	1	3	Hasil pendapatan sama dari penjualan ikan cakalang		0	0		0	0	0	1	0	0	0		0	0	0	0	0		0	0	3	0	0	3	3	1	0	994	0	0	0	3	0	994	3	1	1	1	1	0	3	0		0		0	0	2	1	1	1	3	3	4	3	4	4
4085	360	5	72	2014	7	1.5	Biak Raja Ampat	1	996	3	998	1	1	1	5	3	1	3	penghasilan satu tahun isi dari sensor saja		0	0		0	0	0	0	0	0	0		0	0	1	0	0		0	1	3	1	0	1	3	2	1	2	0	0	0	3	0	994	3	1	1	0	0	0	3	0		1		1	1	3	3	1	1	3	4	3	4	4	4
4086	360	5	72	2014	14	2	Biak Raja Ampat	1	1	3	1	5	3	4	5	4	1	3	Tidak terlalu mengeluarkan tenaga untuk menghasilkan uang (dari laut) atau sudah janga pergi melaut karena sibuk dikampung saja		0	0		0	0	0	2	0	1	0		0	0	0	0	0		0	1	3	0	0	3	3	2	0	994	0	0	0	3	0	994	3	1	1	1	1	0	3	1		1		1	1	2	2	1	1	3	3	4	3	4	4
4087	360	5	72	2014	15	1	Ambon	1	996	7	3	3	1	1	4	3	1	2	Orderan buat perahu tahun ini berkurang		0	0		0	0	0	0	0	2	0		0	0	0	0	0		0	1	3	1	0	2	3	2	0	994	0	0	0	3	0	994	3	1	1	1	1	0	3	1		1		1	1	4	3	3	2	3	5	5	5	5	5
4088	360	5	72	2014	14	1	Biak	1	6	3	998	1	1	1	4	1	1	4	sudah ada gaji tetap		0	0		0	0	0	2	0	2	0		0	1	1	0	0		0	1	3	0	1	1	3	2	0	994	0	0	0	3	0	994	3	0	0	1	1	0	3	1		1		1	1	0	3	0	0	5	5	5	5	5	5
4089	360	5	72	2014	15	1	Biak Beser	1	996	998	998	994	994	994	4	4	994	3	Karena sudah tua jadi tidak bisa kerja yang lebih untuk menghasilkan uang		0	0		0	0	0	0	0	0	0		0	0	0	0	0		0	0	3	0	0	1	2	1	1	2	1	0	994	994	994	994	994	1	0	0	0	0	3	0		0		1	1	3	3	1	1	4	4	4	4	3	4
4090	360	5	73	2014	7	1	Jawa Barat	2	7	3	998	1	1	1	4	4	1	4	Karena banyak proyek yang dikerjakan		0	0		0	0	1	0	0	1	0		1	0	0	0	0		0	0	3	0	0	3	3	2	0	994	0	0	0	3	0	994	3	1	0	1	0	0	3	0		1		1	1	1	0	1	0	4	4	4	4	3	4
4091	360	5	73	2014	32	1.5	Bugis	2	3	998	998	5	5	5	5	4	2	4	Penghasilan meningkat karena keluarga mempunyai bagan		0	0		0	0	0	1	0	2	0		1	1	0	1	0		1	1	3	0	0	2	2	2	1	1	1	0	0	2	0	994	3	1	1	1	0	0	3	0		0		1	1	2	2	1	2	4	4	4	4	4	4
4092	360	5	73	2014	10	2	Seram	2	1	998	998	994	994	994	5	4	994	4	Penghasilan diperoleh dari hasil jual koprah atau cengkeh		0	0		0	0	0	0	0	2	0		0	1	0	0	0		0	0	3	0	0	2	3	1	0	994	0	0	0	3	0	994	3	1	0	1	0	0	3	0		1		1	1	3	3	3	1	4	4	4	4	3	4
4093	360	5	73	2014	30	2	Bugis	2	2	996	996	5	3	4	4	4	2	2	Karena tahun lalu pekerjaan dari proyek-proyek ada yang masuk		0	0		2	0	1	0	0	1	0		1	1	2	1	0		1	1	2	0	0	2	2	2	0	994	0	0	0	3	0	994	3	1	1	1	1	0	3	0		0		1	1	2	2	1	1	5	4	5	4	4	4
4094	360	5	73	2014	6	2	Buton	2	3	996	998	3	1	1	4	4	1	2	Cuaca yang kurang baik dan pekerjaan yang tidak menentu		0	0		0	0	0	0	0	0	0		0	0	0	0	0		0	0	3	0	1	3	3	2	0	994	0	0	0	3	0	994	3	1	1	1	1	0	3	0		1		1	1	2	2	2	2	3	4	4	3	3	3
4095	360	5	73	2014	39	1.5	Ansus (Serui)	1	3	1	998	4	4	4	4	4	1	3	Karena dari tahun sebelumnya dengan tahun ini hasilnya tidak berubah		0	0		0	0	1	0	0	1	0		1	0	0	1	0		0	1	3	0	0	1	3	2	1	3	0	0	0	3	0	994	3	1	1	1	1	0	3	0		0		1	1	2	2	1	0	4	4	4	4	4	4
4096	360	5	73	2014	18	1	Flores	2	1	998	998	994	994	994	3	4	994	4	"ikut proyek kerja bangunan 
harga cabe mahal, jadi bisa untung"		0	0		0	0	0	0	0	1	0		0	0	0	0	0		0	0	2	0	0	3	3	1	0	994	0	0	0	3	0	994	3	1	0	1	1	0	2	0		1		1	1	5	0	2	0	4	4	5	4	4	4
4097	360	5	73	2014	20	1	Sanger	1	1	996	3	3	1	1	4	4	1	2	"Pasar perahu tidak terlalu baik, pasar hasil pertanian juga tidak terlalu lancar karena produksi menurun akibat kebun yang sudah lama dipakai"		0	0		0	0	1	1	0	1	0		1	0	2	1	0		0	1	2	0	0	1	1	1	0	994	1	0	0	1	0	994	3	1	1	0	0	0	3	0		0		1	1	2	2	2	1	4	4	4	4	2	4
4098	360	5	73	2014	5	4	Ansus	1	3	1	998	4	4	4	4	4	2	3	Pendapatan tidak terlalu berbeda dilihat dari hasil tangkapan		0	0		0	0	1	1	0	1	0		0	0	0	0	0		0	0	3	0	0	1	3	1	0	994	1	1	0	3	0	994	3	1	1	0	0	0	3	0		0		1	1	2	2	2	1	4	4	4	4	3	4
4099	360	5	73	2014	12	1	Sanger	1	1	3	996	1	1	1	4	4	1	4	Usaha mencari sudah lebih baik karena sudah ada modal untuk meminjam atau mengontrak perahu motor		0	0		0	0	0	0	0	2	0		0	0	0	0	0		0	0	3	0	0	2	2	2	0	994	1	0	0	1	0	994	3	0	0	0	0	0	3	0		1		1	1	2	2	2	2	4	4	4	4	2	4
4100	360	5	73	2014	29	2	Bugis	2	996	3	998	5	4	2	5	4	1	3	Penghasilan digunakan untuk kebutuhan sehari-hari		0	0		0	0	0	0	0	0	0		0	1	0	0	0		0	0	3	0	0	2	3	2	0	994	0	0	998	998	998	998	998	1	1	1	1	0	3	0		0		1	1	1	1	1	1	4	4	4	4	4	4
4101	360	5	73	2014	2	2	Halmare	1	996	996	998	994	994	994	4	4	994	3	Baru pindah ke sini		0	0		0	0	0	0	0	1	0		0	0	0	0	0		0	0	2	0	0	1	2	3	1	3	1	0	0	2	0	994	3	1	0	1	0	0	3	0		1		1	1	2	2	1	1	4	4	4	4	3	4
4102	360	5	73	2014	24	1.5	Buton	2	1	3	998	1	1	1	4	4	1	3	Karena hasil kebun tahun ini berkurang di bandingkan tahun-tahun sebelumnya dan juga faktor usia yang membuat sedikit berkurangnya pendapatan		0	0		0	0	1	0	0	1	0		0	0	0	0	0		0	0	3	0	0	3	3	2	0	994	0	0	0	2	0	994	3	1	1	1	0	0	3	0		0		1	1	2	2	2	1	4	4	4	4	4	4
4103	360	5	73	2014	15	1	Ansus	1	996	3	1	1	1	1	5	4	1	4	karena pengeluaran berkurang		0	0		0	0	0	2	1	1	0		0	0	0	0	0		0	1	3	0	0	3	3	2	0	994	0	0	998	998	998	998	998	1	1	1	1	0	3	0		1		1	1	2	2	1	1	5	5	4	4	4	4
4104	360	5	73	2014	6	1	Sangir Talaud	1	1	996	3	3	1	3	4	2	1	4	hasil kebun dan hasil jerat banyak		0	0		0	0	0	0	1	1	0		0	0	0	0	0		0	0	3	0	0	3	3	3	0	998	0	0	994	994	994	994	994	1	1	1	0	0	1	0		1		1	1	2	1	1	1	4	4	5	5	3	5
4105	360	5	73	2014	41	2	Serui	1	996	996	3	4	3	2	5	4	1	2	"Tahun lalu ikan banyak, tahun 2014 ikan berkurang akibat cuaca"		0	0		0	0	2	2	0	5	0		2	1	2	1	2		1	1	2	0	0	1	3	1	0	994	0	0	0	3	0	994	3	1	1	0	0	0	4	0		1		1	1	3	3	1	1	5	4	5	4	3	4
4106	360	5	75	2014	8	3	Sulawesi Utara	1	1	996	3	4	1	1	4	4	1	4	Harga sirih sedikit naik sehingga pendapatan bagus/lebih baik		0	0		1	0	0	1	0	1	0		1	0	1	0	1		1	1	3	0	1	2	3	2	1	3	1	0	0	2	0	994	3	1	1	1	1	0	3	0		1		1	1	1	1	3	2	4	4	4	4	4	4
4107	360	5	75	2014	12	2	Batanta	1	1	3	996	3	1	1	4	3	1	2	Karena belum panen coklat dan banyak yang rusak		0	0		0	0	1	0	0	2	0		1	0	0	1	0		0	0	3	0	0	2	3	2	0	994	0	0	0	3	0	994	3	1	1	1	1	0	3	0		1		1	1	3	2	1	0	4	3	4	4	4	4
4108	360	5	75	2014	12	2	Raja Ampat	1	1	2	3	2	1	2	2	4	1	2	Tidak ada pekerjaan lain dan jarang melaksanakan sensor		0	0		0	0	0	1	0	1	0		1	0	2	1	0		1	1	3	1	0	2	3	3	1	2	0	0	0	1	0	998	3	1	1	1	0	0	3	0		1		1	1	2	3	0	0	4	4	4	4	4	3
4109	360	5	75	2014	13	5	Biak Raja Ampat	1	1	3	998	3	1	2	2	2	1	3	"Petani coklat dan harga coklat tidak baik
coklat dimakan hama"		0	0		0	0	2	0	0	0	0		1	0	0	1	0		0	1	3	0	0	2	2	1	1	3	0	1	1	3	0	994	3	1	1	0	0	0	3	0		1		1	1	1	2	0	1	4	4	5	5	4	5
4110	360	5	75	2014	14	5	Raja Ampat	1	1	3	998	3	1	2	4	2	1	2	Saat ini hasil kebun coklat kurang jika dibandingkan dengan tahun 2013		0	0		0	0	1	1	0	5	0		1	0	2	1	0		0	0	3	0	0	3	2	1	1	3	0	0	0	2	1	3	3	1	1	0	0	0	3	0		1		1	1	2	1	1	0	4	4	4	4	4	4
4111	360	5	75	2014	12	3	Batanta (Raja Ampat)	1	1	3	998	4	1	1	4	4	1	4	Adanya kenaikan harga jual pada tanaman coklat tahun lalu dari 15.000 naik menjadi 18.000		0	0		0	0	1	0	0	2	0		1	1	0	0	1		1	1	3	1	1	2	3	1	0	994	0	0	0	3	0	994	3	1	1	1	1	0	2	0		1		1	1	2	1	1	0	4	4	4	4	4	4
4112	360	5	75	2014	14	2.5	Batanta	1	1	996	3	3	1	1	4	3	1	4	"Panen tahun ini, harga coklat juga meningkat"		0	0		1	0	1	0	0	2	0		1	1	2	0	1		1	1	3	0	0	2	3	2	0	994	0	0	0	3	0	994	3	1	1	1	1	0	4	1		1		1	1	2	1	3	1	4	3	4	4	4	4
4113	360	5	75	2014	14	3	Biak Raja Ampat	1	1	3	998	3	1	1	4	4	1	2	Karena faktor cuaca di tahun 2014 banyak hambatan		0	0		0	0	0	1	1	3	0		1	1	4	1	0		1	1	2	0	0	2	3	2	0	994	0	0	0	3	0	994	3	1	1	1	1	1	3	0		1		1	1	2	2	2	1	4	4	4	4	4	4
4114	360	5	75	2014	3	2	Biak	1	7	1	3	4	1	1	4	4	1	4	karena cuaca hasil kebun berkurang		0	0		0	0	1	0	0	1	0		1	1	1	1	1		0	0	3	0	0	3	3	2	0	994	0	0	998	998	998	998	998	1	1	0	0	0	3	0		1		1	1	3	2	2	2	3	3	3	4	3	4
4115	360	5	75	2014	14	3	Biak	1	1	996	3	4	4	1	5	4	1	3	Penghasilan masih sama saja		0	0		0	0	1	1	1	6	0		1	1	1	0	0		1	1	3	0	0	3	3	2	0	994	0	0	0	3	0	994	3	1	1	1	0	0	3	0		0		1	1	2	2	2	2	3	3	4	4	4	4
4116	360	5	75	2014	12	3	Batanta (Raja Ampat)	1	7	1	3	3	1	1	4	4	1	2	Tahun ini pekerjaan sampingan kurang		0	0		0	0	2	0	0	2	0		1	0	1	1	0		0	1	3	0	0	2	3	1	0	994	0	0	0	2	0	994	3	1	1	1	1	0	3	0		1		1	1	3	3	2	2	3	4	4	4	4	4
4117	360	5	75	2014	11	6	Sanger Talau	1	1	3	998	4	1	1	4	4	1	3	kerena tergantung cuaca untuk mencari		0	0		0	0	1	0	0	1	0		1	1	1	0	0		1	1	3	0	1	3	3	2	0	998	0	0	0	3	0	994	3	1	1	0	0	0	3	0		1		1	1	1	1	2	0	4	4	4	4	4	4
4118	360	5	75	2014	14	3	Batanta	1	2	3	1	4	1	1	4	4	1	3	Karena penghasilan masih sama dengan tahun-tahun kemarin		0	0		0	0	1	0	0	1	0		0	1	2	0	0		0	1	3	0	1	1	3	2	1	3	1	0	1	3	0	994	3	1	1	0	0	0	3	0		1		1	1	2	0	2	2	4	4	4	4	4	4
4119	360	5	75	2014	9	6	Sanger	1	2	1	3	3	2	1	2	2	1	3	"Bapak/Suami bekerja tidak di porsir
2013 lebih meningkat karena ada mau buat acara"		0	0		1	0	1	1	1	2	0		1	1	2	0	1		1	1	3	0	0	3	3	2	0	998	0	0	0	3	0	998	3	1	1	1	1	0	3	0		1		1	1	2	1	1	1	3	4	4	4	4	3
4120	360	5	75	2014	15	6	Talaut	2	1	996	3	3	1	1	4	3	1	2	Baru mulai tanam hasil kebun (belum panen)		0	0		0	0	0	1	0	2	0		1	0	0	0	0		1	15	3	0	0	3	3	1	1	3	0	0	0	3	0	994	3	1	0	0	0	0	3	0		1		1	1	0	0	0	0	3	3	4	4	4	4
4121	360	5	75	2014	45	3	Batanta	1	1	3	996	2	1	1	4	3	1	2	Karena masih kurang bagus (cuaca) sehingga penjualan hasil kebun sedikit		0	0		0	0	0	0	0	1	0		0	0	0	0	0		0	0	3	0	0	3	3	3	1	3	1	0	0	2	0	994	3	1	1	1	1	0	3	0		1		1	1	2	2	2	2	4	4	4	4	4	4
4122	360	5	75	2014	13	2	Batanta	1	1	3	996	4	1	1	4	4	1	4	"Penjualan coklat tahun ini lebih baik, harga naik dan buahnya banyak"		0	0		0	0	1	0	1	1	0		0	0	2	0	0		0	0	3	0	0	3	3	1	0	994	0	0	0	1	0	994	3	0	1	0	0	0	2	0		1		1	1	1	0	1	0	5	4	4	3	5	5
4123	360	5	75	2014	65	3	Biak/ Raja Ampat	1	1	996	3	4	2	2	5	4	1	2	"Harga ikan dan hasil kebun di 2013 baik, tapi 2014 harga-harga turun"		0	0		0	0	1	1	1	2	0		1	0	2	1	0		1	1	3	0	1	3	3	2	0	994	1	0	0	3	0	994	3	1	1	1	0	0	4	0		1		1	1	3	1	1	1	5	4	4	5	4	4
4124	360	5	75	2014	8	4	Sanger Talaut	1	1	3	998	4	2	1	4	4	1	2	Cuaca kurang bagus sehingga tanaman banyak yang mati		0	0		0	0	1	0	0	0	0		0	1	0	0	0		0	0	3	0	0	1	3	1	1	2	1	1	0	2	0	994	2	1	1	0	0	0	3	0		1		1	1	2	0	4	0	4	4	5	4	4	3
4125	360	5	75	2014	14	3	Sanger Talau	1	1	3	998	1	1	1	4	4	1	4	Karena hasil pertanian tahun ini meningkat		0	0		0	0	0	0	0	0	0		0	0	0	0	0		0	0	3	0	1	3	3	2	0	994	0	0	0	3	0	994	3	1	0	0	0	0	3	0		1		1	1	1	1	2	1	4	4	4	4	4	4
4126	360	5	75	2014	60	3	Batanta	1	1	3	998	4	1	1	4	4	1	2	Karena banyak tanaman yang tidak berhasil tumbuh dengan baik. Karena penghasilan utama dari kebun		0	0		0	0	1	0	0	0	0		0	0	0	0	0		0	0	3	0	0	3	3	1	0	994	0	0	0	2	0	994	3	1	1	1	1	0	3	0		1		1	1	2	2	2	1	4	4	4	4	4	4
4127	360	5	75	2014	1	4	Biak	1	996	1	3	4	1	1	5	4	1	4	Penghasilan bertambah dari hasil sensor		0	0		0	0	1	0	0	2	0		0	1	0	0	1		0	0	3	0	1	3	3	2	0	994	0	0	0	3	0	994	3	1	1	0	0	0	4	0		1		1	1	2	2	1	1	3	3	4	4	3	4
4128	360	5	75	2014	10	2	Biak	1	7	1	3	4	1	1	4	4	1	4	Dari penghasilan tambahan		0	0		1	0	1	0	0	2	0		1	1	2	0	1		1	1	3	0	0	3	3	2	0	994	0	0	0	3	0	994	3	1	1	1	1	0	4	0		1		1	1	1	1	1	4	4	4	3	4	4	3
4129	360	5	75	2014	13	6	Sanger Talau	1	1	996	3	3	1	1	4	4	1	2	Karena penghasilan kebun berkurang akibat hama penyakit sehingga penjualan tahun ini hasilnya sedikit menurun		0	0		0	0	1	1	0	0	0		1	0	2	0	1		1	1	3	0	0	3	3	1	0	994	0	0	998	998	998	998	998	1	1	1	0	0	3	0		1		1	1	1	0	2	0	4	4	4	4	4	4
4130	360	5	76	2014	66	3	Biak	1	6	3	998	3	1	1	4	4	1	4	karena ada penambahan/pembelian 1 buah mesin jonson (indikator)		0	0		0	0	1	2	0	2	0		1	0	2	0	0		1	1	3	0	0	1	3	1	0	994	0	0	0	3	0	994	3	1	1	0	0	0	3	0		1		1	1	1	0	2	0	5	5	5	4	4	4
4131	360	5	76	2014	61	3	Raja Ampat	1	3	998	998	5	1	5	5	2	1	3	Pencarian diberhentikan ketika ada kerja di darat atau kegiatan keagamaan		0	0		0	0	0	0	1	1	0		1	1	0	0	0		0	1	3	0	0	2	3	2	0	994	0	0	0	3	0	994	3	1	1	1	1	0	3	0		1		1	1	2	2	1	2	4	4	4	4	4	4
4132	360	5	76	2014	57	3	Raja Ampat	1	3	1	998	3	1	3	5	4	1	2	"Ketua APBD sehingga ada kesibukan di APBD, sehingga menghambat/mengurangi pendapatan dari laut"		0	0		0	0	1	0	0	3	0		1	0	0	0	1		0	0	3	0	0	2	3	1	0	994	0	0	0	3	0	994	3	1	1	0	0	0	3	0		1		1	1	2	2	2	2	5	5	5	4	4	4
4133	360	5	76	2014	40	4	Serui	1	996	996	3	4	1	1	4	4	1	3	Hanya menjadi operator solar sel umum sehingga pendapatan tergantung dari masyarakat		0	0		0	0	1	3	0	2	0		1	0	0	1	0		1	1	3	0	0	1	3	2	1	3	1	0	0	3	0	994	3	1	1	1	1	0	3	1		1		1	1	3	1	2	2	4	4	4	4	4	5
4134	360	5	76	2014	19	4	Sanger	1	3	998	998	4	1	4	3	4	1	4	Karena usia sudah semakin tua sehingga tidak lagi banyak kerja		0	0		0	0	1	0	0	1	0		1	0	2	1	0		0	1	3	0	0	3	3	3	0	994	0	0	0	3	0	994	3	1	0	1	0	0	4	0		0		1	1	2	2	1	1	4	4	4	4	4	4
4135	360	5	76	2014	3	4	Sanger	1	2	996	3	2	1	1	4	3	1	2	"Tahun ini menurun karena penghasilan dari hasil hutan menurun, karena proyek-proyek tidak berjalan dengan baik"		0	0		0	0	1	0	0	1	0		0	0	0	0	0		0	0	3	0	0	3	3	1	0	994	0	0	998	998	998	998	998	1	1	1	1	0	4	0		1		1	1	3	2	1	1	5	5	4	5	4	4
4136	360	5	76	2014	25	3	Raja Ampat	1	1	7	3	5	1	1	5	1	1	4	"- Karena ada kerjaan tambahan dan buat body jonson/katingting
-Ada tambahan dari hasil sengsor"		0	0		0	0	0	1	1	2	0		1	0	2	1	0		1	1	3	0	0	3	3	2	1	3	1	1	0	3	0	994	3	1	1	0	0	0	3	0		1		1	0	4	3	1	1	4	4	4	4	4	4
4137	360	5	72	2014	15	1.5	Raja Ampat	1	996	3	998	2	2	2	5	4	1	3	Diam		0	0		0	0	0	2	0	2	0		1	0	0	0	0		1	0	3	0	0	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999		999		999	999	0	0	0	0	999	999	999	999	999	999
4138	360	5	76	2014	35	4	Biak Raja Ampat	1	7	996	3	3	2	2	5	4	1	4	karena tahun ini ada proyek-poyek jadi ada pendapatan		0	0		0	0	1	1	0	3	0		0	0	2	0	0		0	1	2	0	0	2	3	2	0	994	0	0	998	998	998	998	998	1	1	1	1	0	3	0		1		1	1	4	3	3	0	4	3	4	4	4	4
4139	360	5	76	2014	66	4	Biak Raja Ampat	1	7	3	1	4	3	4	4	4	1	3	Karena sesuai kebutuhan		0	0		0	0	1	1	1	3	0		2	0	3	1	1		1	1	3	0	0	2	3	1	1	2	1	1	0	3	0	994	3	1	1	1	1	0	4	0		1		1	1	2	3	2	1	4	4	4	4	3	3
4140	360	5	76	2014	8	5	Ternate	1	996	996	3	4	1	1	4	4	1	3	Karena penghasilan dari gaji Daiving tidak tetap		0	0		0	0	1	1	1	4	0		2	1	4	0	1		1	1	3	0	0	2	3	2	0	994	0	0	0	3	0	994	3	1	0	1	1	0	4	0		1		1	1	2	3	1	1	4	5	4	4	4	4
4141	360	5	76	2014	26	1.5	Biak Raja Ampat	1	996	996	3	3	1	1	4	4	1	3	karena pendapatan masih sama  saja dari gaji di perusahaan		0	0		0	0	0	0	0	1	0		0	0	2	0	0		0	1	3	0	1	1	3	2	0	994	0	0	0	3	0	994	3	1	1	1	1	0	4	0		1		1	1	5	5	3	3	4	3	4	4	3	4
4142	360	5	76	2014	33	2	Raja Ampat	1	1	3	998	5	1	1	5	2	1	3	"masing masing pekerjaan, kalau kerja dapat banyak"		0	0		0	0	1	0	0	3	0		0	1	2	0	0		0	1	3	0	1	3	3	1	0	994	0	0	0	3	0	994	3	1	1	0	0	0	3	0		0		1	1	3	0	2	0	4	4	5	4	4	4
4143	360	5	76	2014	5	2	Biak	1	7	3	7	3	3	3	4	4	1	3	Diam saja		0	0		0	0	0	0	0	1	0		0	0	0	0	0		0	0	3	0	1	3	3	1	0	994	0	0	0	2	0	994	3	1	0	0	0	0	3	0		1		1	1	0	0	0	0	4	4	3	4	4	4
4144	360	5	76	2014	46	3	Biak	1	3	998	998	4	4	4	5	4	1	2	Dari hasil tangkapan ikan an dipengaruhi oleh air		0	0		0	0	1	0	0	1	0		1	1	0	0	1		1	1	3	0	1	1	3	2	1	3	0	0	0	3	0	994	3	1	0	1	1	0	4	0		1		1	1	4	1	1	1	4	4	5	4	4	4
4145	360	5	76	2014	64	4	Biak/Raja Ampat	1	1	3	998	5	1	4	5	2	1	3	"- Tidak ada kegiatan lain dan juga banyak kegiatan pemerintah dan gereja
- Terima beras raskin juga jadi tidak ada perubahan
- sering banyak tamu"		0	0		0	0	1	0	1	1	0		1	0	0	0	0		0	1	3	0	0	1	3	2	1	3	1	1	1	1	0	994	3	1	1	1	1	0	2	0		1		1	1	2	1	0	1	5	4	5	5	4	4
4146	360	5	76	2014	48	2	Biak Utara	1	7	3	1	2	1	1	4	4	1	3	Banyak kegiatan sehingga kurang ada pemasukan dari yang lain		0	0		0	0	0	1	0	0	0		1	0	1	0	1		1	1	3	0	1	2	3	2	1	3	0	0	0	3	0	994	3	1	1	1	1	0	4	1		1		1	1	2	2	4	2	5	5	4	5	5	5
4147	360	5	76	2014	4	4	Biak Raja Ampat	1	3	996	998	4	4	4	5	4	1	3	Karena hasil penangkapan masih sama saja		0	0		0	0	2	1	0	1	0		1	0	1	1	1		1	0	3	0	1	1	3	1	1	2	0	0	0	2	0	994	3	1	0	0	0	0	4	0		1		1	1	3	3	1	2	4	4	4	4	3	4
