Area,Area Id,Variable Name,Variable Id,Year,Value,Symbol
Sierra Leone,197,Agricultural water withdrawal as % of total water withdrawal,4254,2005,21.54,L
Somalia,201,Agricultural water withdrawal as % of total water withdrawal,4254,1987,97.04,
Somalia,201,Agricultural water withdrawal as % of total water withdrawal,4254,2000,99.7,L
Somalia,201,Agricultural water withdrawal as % of total water withdrawal,4254,2003,99.48,I
South Africa,202,Agricultural water withdrawal as % of total water withdrawal,4254,1990,71.98,
South Africa,202,Agricultural water withdrawal as % of total water withdrawal,4254,1995,67.5,I
South Africa,202,Agricultural water withdrawal as % of total water withdrawal,4254,2000,61.27,
South Africa,202,Agricultural water withdrawal as % of total water withdrawal,4254,2013,62.52,
South Sudan,277,Agricultural water withdrawal as % of total water withdrawal,4254,2011,36.47,
Sudan,276,Agricultural water withdrawal as % of total water withdrawal,4254,2011,96.21,
Swaziland,209,Agricultural water withdrawal as % of total water withdrawal,4254,1980,95.89,
Swaziland,209,Agricultural water withdrawal as % of total water withdrawal,4254,2000,96.55,I
Togo,217,Agricultural water withdrawal as % of total water withdrawal,4254,1987,25.27,
Togo,217,Agricultural water withdrawal as % of total water withdrawal,4254,2002,44.97,
Tunisia,222,Agricultural water withdrawal as % of total water withdrawal,4254,1990,88.72,
Tunisia,222,Agricultural water withdrawal as % of total water withdrawal,4254,1995,85.61,I
Tunisia,222,Agricultural water withdrawal as % of total water withdrawal,4254,2001,75.96,I
Tunisia,222,Agricultural water withdrawal as % of total water withdrawal,4254,2011,80,I
Uganda,226,Agricultural water withdrawal as % of total water withdrawal,4254,1970,60,
Uganda,226,Agricultural water withdrawal as % of total water withdrawal,4254,2002,37.81,I
Uganda,226,Agricultural water withdrawal as % of total water withdrawal,4254,2008,40.66,
United Republic of Tanzania,215,Agricultural water withdrawal as % of total water withdrawal,4254,2002,89.35,K
Zambia,251,Agricultural water withdrawal as % of total water withdrawal,4254,1992,76.65,
Zambia,251,Agricultural water withdrawal as % of total water withdrawal,4254,1994,77.26,
Zambia,251,Agricultural water withdrawal as % of total water withdrawal,4254,2002,73.28,L
Zimbabwe,181,Agricultural water withdrawal as % of total water withdrawal,4254,1987,79.02,
Zimbabwe,181,Agricultural water withdrawal as % of total water withdrawal,4254,2002,78.91,
Zimbabwe,181,Agricultural water withdrawal as % of total water withdrawal,4254,2007,82.07,
Antigua and Barbuda,8,Agricultural water withdrawal as % of total water withdrawal,4254,1990,20,
Antigua and Barbuda,8,Agricultural water withdrawal as % of total water withdrawal,4254,2005,15.48,L
Antigua and Barbuda,8,Agricultural water withdrawal as % of total water withdrawal,4254,2012,15.65,
Argentina,9,Agricultural water withdrawal as % of total water withdrawal,4254,1995,75.3,
Argentina,9,Agricultural water withdrawal as % of total water withdrawal,4254,2011,73.93,
Barbados,14,Agricultural water withdrawal as % of total water withdrawal,4254,1996,67.65,I
Barbados,14,Agricultural water withdrawal as % of total water withdrawal,4254,2005,67.65,I
Belize,23,Agricultural water withdrawal as % of total water withdrawal,4254,1987,90,
Belize,23,Agricultural water withdrawal as % of total water withdrawal,4254,2000,67.72,I
Bolivia (Plurinational State of),19,Agricultural water withdrawal as % of total water withdrawal,4254,1987,85,
Bolivia (Plurinational State of),19,Agricultural water withdrawal as % of total water withdrawal,4254,2009,91.95,I
Brazil,21,Agricultural water withdrawal as % of total water withdrawal,4254,1996,60.93,
Brazil,21,Agricultural water withdrawal as % of total water withdrawal,4254,2006,54.59,
Brazil,21,Agricultural water withdrawal as % of total water withdrawal,4254,2010,60,
Canada,33,Agricultural water withdrawal as % of total water withdrawal,4254,1991,8.851,E
Canada,33,Agricultural water withdrawal as % of total water withdrawal,4254,1996,9.723,E
Canada,33,Agricultural water withdrawal as % of total water withdrawal,4254,2007,5.62,E
Canada,33,Agricultural water withdrawal as % of total water withdrawal,4254,2010,12.24,K
Chile,40,Agricultural water withdrawal as % of total water withdrawal,4254,2006,83.04,
Colombia,44,Agricultural water withdrawal as % of total water withdrawal,4254,2000,63.52,I
Colombia,44,Agricultural water withdrawal as % of total water withdrawal,4254,2008,54.3,I
Costa Rica,48,Agricultural water withdrawal as % of total water withdrawal,4254,2013,56.6,
Cuba,49,Agricultural water withdrawal as % of total water withdrawal,4254,1995,51.16,
Cuba,49,Agricultural water withdrawal as % of total water withdrawal,4254,2007,50.15,I
Cuba,49,Agricultural water withdrawal as % of total water withdrawal,4254,2013,64.94,
Dominica,55,Agricultural water withdrawal as % of total water withdrawal,4254,2010,5,I
Dominican Republic,56,Agricultural water withdrawal as % of total water withdrawal,4254,2000,86.33,I
Dominican Republic,56,Agricultural water withdrawal as % of total water withdrawal,4254,2005,82.03,I
Dominican Republic,56,Agricultural water withdrawal as % of total water withdrawal,4254,2010,79.86,
Ecuador,58,Agricultural water withdrawal as % of total water withdrawal,4254,2000,86.2,L
Ecuador,58,Agricultural water withdrawal as % of total water withdrawal,4254,2005,81.43,L
El Salvador,60,Agricultural water withdrawal as % of total water withdrawal,4254,1992,46.09,
El Salvador,60,Agricultural water withdrawal as % of total water withdrawal,4254,2000,55.23,L
El Salvador,60,Agricultural water withdrawal as % of total water withdrawal,4254,2005,67.56,
Grenada,86,Agricultural water withdrawal as % of total water withdrawal,4254,2014,14.89,I
Guatemala,89,Agricultural water withdrawal as % of total water withdrawal,4254,2006,56.74,
Guyana,91,Agricultural water withdrawal as % of total water withdrawal,4254,1992,98.49,
Guyana,91,Agricultural water withdrawal as % of total water withdrawal,4254,2000,97.56,L
Guyana,91,Agricultural water withdrawal as % of total water withdrawal,4254,2010,94.33,I
Haiti,93,Agricultural water withdrawal as % of total water withdrawal,4254,1991,94.36,
Haiti,93,Agricultural water withdrawal as % of total water withdrawal,4254,1995,90.97,
Haiti,93,Agricultural water withdrawal as % of total water withdrawal,4254,2009,83.38,L
Honduras,95,Agricultural water withdrawal as % of total water withdrawal,4254,2003,73.3,
Jamaica,109,Agricultural water withdrawal as % of total water withdrawal,4254,1993,75,
Jamaica,109,Agricultural water withdrawal as % of total water withdrawal,4254,2007,55.17,I
Mexico,138,Agricultural water withdrawal as % of total water withdrawal,4254,2002,77.27,
Mexico,138,Agricultural water withdrawal as % of total water withdrawal,4254,2007,76.72,
Mexico,138,Agricultural water withdrawal as % of total water withdrawal,4254,2011,76.69,
Nicaragua,157,Agricultural water withdrawal as % of total water withdrawal,4254,2001,85.01,
Nicaragua,157,Agricultural water withdrawal as % of total water withdrawal,4254,2011,76.7,I
Panama,166,Agricultural water withdrawal as % of total water withdrawal,4254,2010,43.01,
Paraguay,169,Agricultural water withdrawal as % of total water withdrawal,4254,1987,78,
Paraguay,169,Agricultural water withdrawal as % of total water withdrawal,4254,2000,71.43,L
Paraguay,169,Agricultural water withdrawal as % of total water withdrawal,4254,2012,78.62,I
Peru,170,Agricultural water withdrawal as % of total water withdrawal,4254,2008,88.73,
Puerto Rico,177,Agricultural water withdrawal as % of total water withdrawal,4254,1990,4.9,
Puerto Rico,177,Agricultural water withdrawal as % of total water withdrawal,4254,2000,3.365,
Puerto Rico,177,Agricultural water withdrawal as % of total water withdrawal,4254,2005,1.776,
Puerto Rico,177,Agricultural water withdrawal as % of total water withdrawal,4254,2010,1.543,
Saint Kitts and Nevis,188,Agricultural water withdrawal as % of total water withdrawal,4254,2012,1.282,I
Saint Lucia,189,Agricultural water withdrawal as % of total water withdrawal,4254,2007,70.86,I
Saint Vincent and the Grenadines,191,Agricultural water withdrawal as % of total water withdrawal,4254,2013,0,I
Suriname,207,Agricultural water withdrawal as % of total water withdrawal,4254,1987,89.13,
Suriname,207,Agricultural water withdrawal as % of total water withdrawal,4254,2000,92.54,L
Suriname,207,Agricultural water withdrawal as % of total water withdrawal,4254,2006,70,I
Trinidad and Tobago,220,Agricultural water withdrawal as % of total water withdrawal,4254,1997,5.253,
Trinidad and Tobago,220,Agricultural water withdrawal as % of total water withdrawal,4254,2000,5.414,
Trinidad and Tobago,220,Agricultural water withdrawal as % of total water withdrawal,4254,2005,4.348,I
Trinidad and Tobago,220,Agricultural water withdrawal as % of total water withdrawal,4254,2011,4.358,I
United States of America,231,Agricultural water withdrawal as % of total water withdrawal,4254,1980,22.62,K
United States of America,231,Agricultural water withdrawal as % of total water withdrawal,4254,1990,34.81,
United States of America,231,Agricultural water withdrawal as % of total water withdrawal,4254,2000,35.13,
United States of America,231,Agricultural water withdrawal as % of total water withdrawal,4254,2005,34.12,
United States of America,231,Agricultural water withdrawal as % of total water withdrawal,4254,2010,36.06,
Uruguay,234,Agricultural water withdrawal as % of total water withdrawal,4254,1965,91,
Uruguay,234,Agricultural water withdrawal as % of total water withdrawal,4254,2000,86.61,
Venezuela (Bolivarian Republic of),236,Agricultural water withdrawal as % of total water withdrawal,4254,1970,46,
Venezuela (Bolivarian Republic of),236,Agricultural water withdrawal as % of total water withdrawal,4254,2000,43.8,L
Venezuela (Bolivarian Republic of),236,Agricultural water withdrawal as % of total water withdrawal,4254,2007,73.84,I
Afghanistan,2,Agricultural water withdrawal as % of total water withdrawal,4254,1987,99,
Afghanistan,2,Agricultural water withdrawal as % of total water withdrawal,4254,2000,98.62,I
Armenia,1,Agricultural water withdrawal as % of total water withdrawal,4254,1995,66.32,
Armenia,1,Agricultural water withdrawal as % of total water withdrawal,4254,2002,65.78,I
Armenia,1,Agricultural water withdrawal as % of total water withdrawal,4254,2007,66.13,I
Armenia,1,Agricultural water withdrawal as % of total water withdrawal,4254,2012,39.2,
Azerbaijan,52,Agricultural water withdrawal as % of total water withdrawal,4254,1997,81.22,
Azerbaijan,52,Agricultural water withdrawal as % of total water withdrawal,4254,2002,75.42,
Azerbaijan,52,Agricultural water withdrawal as % of total water withdrawal,4254,2005,76.41,I
Azerbaijan,52,Agricultural water withdrawal as % of total water withdrawal,4254,2012,84.38,
Bahrain,13,Agricultural water withdrawal as % of total water withdrawal,4254,1990,56.49,
Bahrain,13,Agricultural water withdrawal as % of total water withdrawal,4254,2003,44.54,
Bangladesh,16,Agricultural water withdrawal as % of total water withdrawal,4254,2008,87.82,
Bhutan,18,Agricultural water withdrawal as % of total water withdrawal,4254,2008,94.08,
Brunei Darussalam,26,Agricultural water withdrawal as % of total water withdrawal,4254,1995,5.761,I
Cambodia,115,Agricultural water withdrawal as % of total water withdrawal,4254,2006,94,
China,351,Agricultural water withdrawal as % of total water withdrawal,4254,1980,88.17,
China,351,Agricultural water withdrawal as % of total water withdrawal,4254,1985,86.3,I
China,351,Agricultural water withdrawal as % of total water withdrawal,4254,1990,83,
China,351,Agricultural water withdrawal as % of total water withdrawal,4254,1993,77.6,
China,351,Agricultural water withdrawal as % of total water withdrawal,4254,2005,64.61,
China,351,Agricultural water withdrawal as % of total water withdrawal,4254,2010,62.5,
China,351,Agricultural water withdrawal as % of total water withdrawal,4254,2013,64.53,
Democratic People's Republic of Korea,116,Agricultural water withdrawal as % of total water withdrawal,4254,2005,76.35,L
Georgia,73,Agricultural water withdrawal as % of total water withdrawal,4254,2005,58.19,I
India,100,Agricultural water withdrawal as % of total water withdrawal,4254,1975,93,
India,100,Agricultural water withdrawal as % of total water withdrawal,4254,1980,93.93,I
India,100,Agricultural water withdrawal as % of total water withdrawal,4254,1986,94.09,I
India,100,Agricultural water withdrawal as % of total water withdrawal,4254,1990,92,
India,100,Agricultural water withdrawal as % of total water withdrawal,4254,2000,91.48,I
India,100,Agricultural water withdrawal as % of total water withdrawal,4254,2010,90.41,
Indonesia,101,Agricultural water withdrawal as % of total water withdrawal,4254,1990,93.14,
Indonesia,101,Agricultural water withdrawal as % of total water withdrawal,4254,2000,81.87,
Iran (Islamic Republic of),102,Agricultural water withdrawal as % of total water withdrawal,4254,1995,91.57,
Iran (Islamic Republic of),102,Agricultural water withdrawal as % of total water withdrawal,4254,2001,93.37,I
Iran (Islamic Republic of),102,Agricultural water withdrawal as % of total water withdrawal,4254,2004,92.18,
Iraq,103,Agricultural water withdrawal as % of total water withdrawal,4254,1975,97.46,
Iraq,103,Agricultural water withdrawal as % of total water withdrawal,4254,1980,97.48,I
Iraq,103,Agricultural water withdrawal as % of total water withdrawal,4254,1985,97.51,
Iraq,103,Agricultural water withdrawal as % of total water withdrawal,4254,1990,92.01,
Iraq,103,Agricultural water withdrawal as % of total water withdrawal,4254,1995,83.99,I
Iraq,103,Agricultural water withdrawal as % of total water withdrawal,4254,2000,78.79,
Israel,105,Agricultural water withdrawal as % of total water withdrawal,4254,1970,79.86,
Israel,105,Agricultural water withdrawal as % of total water withdrawal,4254,1975,76.1,I
Israel,105,Agricultural water withdrawal as % of total water withdrawal,4254,1980,72.65,
Israel,105,Agricultural water withdrawal as % of total water withdrawal,4254,1990,67.41,
Israel,105,Agricultural water withdrawal as % of total water withdrawal,4254,2002,55.76,
Israel,105,Agricultural water withdrawal as % of total water withdrawal,4254,2004,57.78,
Japan,110,Agricultural water withdrawal as % of total water withdrawal,4254,1980,65.76,
Japan,110,Agricultural water withdrawal as % of total water withdrawal,4254,1992,64.11,
Japan,110,Agricultural water withdrawal as % of total water withdrawal,4254,1997,65.99,E
Japan,110,Agricultural water withdrawal as % of total water withdrawal,4254,2002,66.21,E
Japan,110,Agricultural water withdrawal as % of total water withdrawal,4254,2007,65.68,E
Japan,110,Agricultural water withdrawal as % of total water withdrawal,4254,2009,66.83,E
Jordan,112,Agricultural water withdrawal as % of total water withdrawal,4254,1975,64.97,
Jordan,112,Agricultural water withdrawal as % of total water withdrawal,4254,1980,70.47,I
Jordan,112,Agricultural water withdrawal as % of total water withdrawal,4254,1985,74.47,
Jordan,112,Agricultural water withdrawal as % of total water withdrawal,4254,1992,74.9,
Jordan,112,Agricultural water withdrawal as % of total water withdrawal,4254,2005,64.96,
Kazakhstan,108,Agricultural water withdrawal as % of total water withdrawal,4254,1995,81.41,
Kazakhstan,108,Agricultural water withdrawal as % of total water withdrawal,4254,2002,75.13,
Kazakhstan,108,Agricultural water withdrawal as % of total water withdrawal,4254,2007,67.71,
Kazakhstan,108,Agricultural water withdrawal as % of total water withdrawal,4254,2010,66.23,
Kuwait,118,Agricultural water withdrawal as % of total water withdrawal,4254,1994,60.22,
Kuwait,118,Agricultural water withdrawal as % of total water withdrawal,4254,2002,53.87,
Kyrgyzstan,113,Agricultural water withdrawal as % of total water withdrawal,4254,1994,94.11,
Kyrgyzstan,113,Agricultural water withdrawal as % of total water withdrawal,4254,2000,93.75,L
Kyrgyzstan,113,Agricultural water withdrawal as % of total water withdrawal,4254,2006,93.01,
Lao People's Democratic Republic,120,Agricultural water withdrawal as % of total water withdrawal,4254,2005,91.41,L
Lebanon,121,Agricultural water withdrawal as % of total water withdrawal,4254,1975,84.95,
Lebanon,121,Agricultural water withdrawal as % of total water withdrawal,4254,1994,67.67,
Lebanon,121,Agricultural water withdrawal as % of total water withdrawal,4254,2000,64.2,L
Lebanon,121,Agricultural water withdrawal as % of total water withdrawal,4254,2005,59.54,
Malaysia,131,Agricultural water withdrawal as % of total water withdrawal,4254,1990,82.02,I
Malaysia,131,Agricultural water withdrawal as % of total water withdrawal,4254,1996,45.65,I
Malaysia,131,Agricultural water withdrawal as % of total water withdrawal,4254,2000,26.92,L
Malaysia,131,Agricultural water withdrawal as % of total water withdrawal,4254,2005,22.37,L
Maldives,132,Agricultural water withdrawal as % of total water withdrawal,4254,1987,0,
Maldives,132,Agricultural water withdrawal as % of total water withdrawal,4254,2008,0,I
Mongolia,141,Agricultural water withdrawal as % of total water withdrawal,4254,1993,53.04,
Mongolia,141,Agricultural water withdrawal as % of total water withdrawal,4254,2006,41.48,
Mongolia,141,Agricultural water withdrawal as % of total water withdrawal,4254,2009,43.92,
Myanmar,28,Agricultural water withdrawal as % of total water withdrawal,4254,1987,98.58,I
Myanmar,28,Agricultural water withdrawal as % of total water withdrawal,4254,2000,88.99,
Nepal,149,Agricultural water withdrawal as % of total water withdrawal,4254,2000,97.47,L
Nepal,149,Agricultural water withdrawal as % of total water withdrawal,4254,2006,98.14,L
Occupied Palestinian Territory,299,Agricultural water withdrawal as % of total water withdrawal,4254,2001,59.86,
Occupied Palestinian Territory,299,Agricultural water withdrawal as % of total water withdrawal,4254,2005,45.22,
Oman,221,Agricultural water withdrawal as % of total water withdrawal,4254,1991,93.87,
Oman,221,Agricultural water withdrawal as % of total water withdrawal,4254,2000,90.44,L
Oman,221,Agricultural water withdrawal as % of total water withdrawal,4254,2003,88.42,
Pakistan,165,Agricultural water withdrawal as % of total water withdrawal,4254,1975,97.98,
Pakistan,165,Agricultural water withdrawal as % of total water withdrawal,4254,1991,96.79,
Pakistan,165,Agricultural water withdrawal as % of total water withdrawal,4254,2000,94.26,L
Pakistan,165,Agricultural water withdrawal as % of total water withdrawal,4254,2008,93.95,K
Papua New Guinea,168,Agricultural water withdrawal as % of total water withdrawal,4254,2000,0.3685,L
Papua New Guinea,168,Agricultural water withdrawal as % of total water withdrawal,4254,2005,0.255,L
Philippines,171,Agricultural water withdrawal as % of total water withdrawal,4254,2006,83.13,
Philippines,171,Agricultural water withdrawal as % of total water withdrawal,4254,2009,82.23,
Qatar,179,Agricultural water withdrawal as % of total water withdrawal,4254,1994,73.92,
Qatar,179,Agricultural water withdrawal as % of total water withdrawal,4254,2000,71.45,I
Qatar,179,Agricultural water withdrawal as % of total water withdrawal,4254,2005,59.01,
Republic of Korea,117,Agricultural water withdrawal as % of total water withdrawal,4254,1990,68.55,E
Republic of Korea,117,Agricultural water withdrawal as % of total water withdrawal,4254,1997,60.1,E
Republic of Korea,117,Agricultural water withdrawal as % of total water withdrawal,4254,2002,55.21,E
Republic of Korea,117,Agricultural water withdrawal as % of total water withdrawal,4254,2005,54.66,E
Saudi Arabia,194,Agricultural water withdrawal as % of total water withdrawal,4254,1992,89.95,
Saudi Arabia,194,Agricultural water withdrawal as % of total water withdrawal,4254,2006,88,E
Singapore,200,Agricultural water withdrawal as % of total water withdrawal,4254,1975,4,
Sri Lanka,38,Agricultural water withdrawal as % of total water withdrawal,4254,1990,96.01,
Sri Lanka,38,Agricultural water withdrawal as % of total water withdrawal,4254,2000,92.24,L
Sri Lanka,38,Agricultural water withdrawal as % of total water withdrawal,4254,2005,87.34,
Syrian Arab Republic,212,Agricultural water withdrawal as % of total water withdrawal,4254,1997,88.98,
Syrian Arab Republic,212,Agricultural water withdrawal as % of total water withdrawal,4254,2002,88.08,
Syrian Arab Republic,212,Agricultural water withdrawal as % of total water withdrawal,4254,2005,87.53,I
Tajikistan,208,Agricultural water withdrawal as % of total water withdrawal,4254,1994,92.33,
Tajikistan,208,Agricultural water withdrawal as % of total water withdrawal,4254,2000,91.64,L
Tajikistan,208,Agricultural water withdrawal as % of total water withdrawal,4254,2006,90.86,
Thailand,216,Agricultural water withdrawal as % of total water withdrawal,4254,2007,90.37,
Timor-Leste,176,Agricultural water withdrawal as % of total water withdrawal,4254,2004,91.38,
Turkey,223,Agricultural water withdrawal as % of total water withdrawal,4254,1992,72.47,
Turkey,223,Agricultural water withdrawal as % of total water withdrawal,4254,2000,75,
Turkey,223,Agricultural water withdrawal as % of total water withdrawal,4254,2003,73.82,
Turkey,223,Agricultural water withdrawal as % of total water withdrawal,4254,2008,80.93,K
Turkmenistan,213,Agricultural water withdrawal as % of total water withdrawal,4254,1994,97.94,
Turkmenistan,213,Agricultural water withdrawal as % of total water withdrawal,4254,2000,96.51,L
Turkmenistan,213,Agricultural water withdrawal as % of total water withdrawal,4254,2004,94.31,
United Arab Emirates,225,Agricultural water withdrawal as % of total water withdrawal,4254,1980,80,
United Arab Emirates,225,Agricultural water withdrawal as % of total water withdrawal,4254,1995,66.79,
United Arab Emirates,225,Agricultural water withdrawal as % of total water withdrawal,4254,2000,78.48,I
United Arab Emirates,225,Agricultural water withdrawal as % of total water withdrawal,4254,2005,82.84,I
Uzbekistan,235,Agricultural water withdrawal as % of total water withdrawal,4254,1994,93.66,
Uzbekistan,235,Agricultural water withdrawal as % of total water withdrawal,4254,2001,90.43,
Uzbekistan,235,Agricultural water withdrawal as % of total water withdrawal,4254,2005,90,
Viet Nam,237,Agricultural water withdrawal as % of total water withdrawal,4254,1980,92.55,
Viet Nam,237,Agricultural water withdrawal as % of total water withdrawal,4254,1985,89.79,
Viet Nam,237,Agricultural water withdrawal as % of total water withdrawal,4254,2005,94.78,
Yemen,249,Agricultural water withdrawal as % of total water withdrawal,4254,1990,92.09,
Yemen,249,Agricultural water withdrawal as % of total water withdrawal,4254,2000,90,
Yemen,249,Agricultural water withdrawal as % of total water withdrawal,4254,2005,90.74,
Albania,3,Agricultural water withdrawal as % of total water withdrawal,4254,1990,83.33,
Albania,3,Agricultural water withdrawal as % of total water withdrawal,4254,2000,57.67,L
Albania,3,Agricultural water withdrawal as % of total water withdrawal,4254,2006,39.48,L
Austria,11,Agricultural water withdrawal as % of total water withdrawal,4254,1980,2.693,E
Austria,11,Agricultural water withdrawal as % of total water withdrawal,4254,1985,5.587,E
Austria,11,Agricultural water withdrawal as % of total water withdrawal,4254,1990,2.627,E
Austria,11,Agricultural water withdrawal as % of total water withdrawal,4254,1997,2.744,E
Austria,11,Agricultural water withdrawal as % of total water withdrawal,4254,2002,2.726,E
Austria,11,Agricultural water withdrawal as % of total water withdrawal,4254,2010,2.208,E
Belarus,57,Agricultural water withdrawal as % of total water withdrawal,4254,1995,28.69,
Belarus,57,Agricultural water withdrawal as % of total water withdrawal,4254,2000,24.06,
Belarus,57,Agricultural water withdrawal as % of total water withdrawal,4254,2005,23.97,
Belarus,57,Agricultural water withdrawal as % of total water withdrawal,4254,2010,30.43,
Belarus,57,Agricultural water withdrawal as % of total water withdrawal,4254,2013,32.3,
Belgium,255,Agricultural water withdrawal as % of total water withdrawal,4254,1980,4,
Belgium,255,Agricultural water withdrawal as % of total water withdrawal,4254,1997,0.2081,E
Belgium,255,Agricultural water withdrawal as % of total water withdrawal,4254,2002,0.5669,E
Belgium,255,Agricultural water withdrawal as % of total water withdrawal,4254,2007,0.5935,E
Belgium,255,Agricultural water withdrawal as % of total water withdrawal,4254,2009,0.6694,E
Bulgaria,27,Agricultural water withdrawal as % of total water withdrawal,4254,1990,29.69,K
Bulgaria,27,Agricultural water withdrawal as % of total water withdrawal,4254,2002,11.28,E
Bulgaria,27,Agricultural water withdrawal as % of total water withdrawal,4254,2007,14.12,E
Croatia,98,Agricultural water withdrawal as % of total water withdrawal,4254,2012,1.285,K
Cyprus,50,Agricultural water withdrawal as % of total water withdrawal,4254,1975,83.87,I
Cyprus,50,Agricultural water withdrawal as % of total water withdrawal,4254,1980,79.1,I
Cyprus,50,Agricultural water withdrawal as % of total water withdrawal,4254,1985,77.5,I
Cyprus,50,Agricultural water withdrawal as % of total water withdrawal,4254,1990,73.45,
Cyprus,50,Agricultural water withdrawal as % of total water withdrawal,4254,1993,73.93,
Cyprus,50,Agricultural water withdrawal as % of total water withdrawal,4254,2002,76.4,K
Cyprus,50,Agricultural water withdrawal as % of total water withdrawal,4254,2007,66.02,K
Cyprus,50,Agricultural water withdrawal as % of total water withdrawal,4254,2012,66.85,K
Cyprus,50,Agricultural water withdrawal as % of total water withdrawal,4254,2013,65.65,E
Czechia,167,Agricultural water withdrawal as % of total water withdrawal,4254,1997,0.8022,E
Czechia,167,Agricultural water withdrawal as % of total water withdrawal,4254,2002,0.9801,E
Czechia,167,Agricultural water withdrawal as % of total water withdrawal,4254,2007,1.513,E
Czechia,167,Agricultural water withdrawal as % of total water withdrawal,4254,2012,2.347,E
Czechia,167,Agricultural water withdrawal as % of total water withdrawal,4254,2013,2.667,E
Denmark,54,Agricultural water withdrawal as % of total water withdrawal,4254,1970,25,E
Denmark,54,Agricultural water withdrawal as % of total water withdrawal,4254,1975,38.17,E
Denmark,54,Agricultural water withdrawal as % of total water withdrawal,4254,1980,38.17,E
Denmark,54,Agricultural water withdrawal as % of total water withdrawal,4254,1985,41.06,E
Denmark,54,Agricultural water withdrawal as % of total water withdrawal,4254,1990,36.88,E
Denmark,54,Agricultural water withdrawal as % of total water withdrawal,4254,1997,39.57,E
Denmark,54,Agricultural water withdrawal as % of total water withdrawal,4254,2002,24.73,E
Denmark,54,Agricultural water withdrawal as % of total water withdrawal,4254,2007,20.59,E
Denmark,54,Agricultural water withdrawal as % of total water withdrawal,4254,2012,25.15,E
Estonia,63,Agricultural water withdrawal as % of total water withdrawal,4254,1995,0.5891,
Estonia,63,Agricultural water withdrawal as % of total water withdrawal,4254,2002,2.123,E
Estonia,63,Agricultural water withdrawal as % of total water withdrawal,4254,2007,0.4144,E
Estonia,63,Agricultural water withdrawal as % of total water withdrawal,4254,2012,0.2759,K
Estonia,63,Agricultural water withdrawal as % of total water withdrawal,4254,2014,0.2907,
Finland,67,Agricultural water withdrawal as % of total water withdrawal,4254,1990,0.8522,E
Finland,67,Agricultural water withdrawal as % of total water withdrawal,4254,1995,1.933,E
Finland,67,Agricultural water withdrawal as % of total water withdrawal,4254,2002,2.148,E
Finland,67,Agricultural water withdrawal as % of total water withdrawal,4254,2006,0.762,E
France,68,Agricultural water withdrawal as % of total water withdrawal,4254,1992,12.54,E
France,68,Agricultural water withdrawal as % of total water withdrawal,4254,1997,11.04,E
France,68,Agricultural water withdrawal as % of total water withdrawal,4254,2002,13.26,E
France,68,Agricultural water withdrawal as % of total water withdrawal,4254,2007,12.52,E
France,68,Agricultural water withdrawal as % of total water withdrawal,4254,2012,10.4,K
Germany,79,Agricultural water withdrawal as % of total water withdrawal,4254,1991,3.458,E
Germany,79,Agricultural water withdrawal as % of total water withdrawal,4254,1995,3.54,
Germany,79,Agricultural water withdrawal as % of total water withdrawal,4254,2001,2.912,E
Germany,79,Agricultural water withdrawal as % of total water withdrawal,4254,2007,0.4077,E
Germany,79,Agricultural water withdrawal as % of total water withdrawal,4254,2010,0.6383,E
Greece,84,Agricultural water withdrawal as % of total water withdrawal,4254,1970,57.01,E
Greece,84,Agricultural water withdrawal as % of total water withdrawal,4254,1975,83.63,E
Greece,84,Agricultural water withdrawal as % of total water withdrawal,4254,1985,83.7,E
Greece,84,Agricultural water withdrawal as % of total water withdrawal,4254,1992,98.28,E
Greece,84,Agricultural water withdrawal as % of total water withdrawal,4254,1997,87.41,E
Greece,84,Agricultural water withdrawal as % of total water withdrawal,4254,2002,90.94,E
Greece,84,Agricultural water withdrawal as % of total water withdrawal,4254,2007,87.83,K
Hungary,97,Agricultural water withdrawal as % of total water withdrawal,4254,1970,22.32,E
Hungary,97,Agricultural water withdrawal as % of total water withdrawal,4254,1975,22.45,E
Hungary,97,Agricultural water withdrawal as % of total water withdrawal,4254,1985,35.99,
Hungary,97,Agricultural water withdrawal as % of total water withdrawal,4254,1992,13.3,E
Hungary,97,Agricultural water withdrawal as % of total water withdrawal,4254,1996,7.581,E
Hungary,97,Agricultural water withdrawal as % of total water withdrawal,4254,2002,11.88,K
Hungary,97,Agricultural water withdrawal as % of total water withdrawal,4254,2007,5.469,E
Hungary,97,Agricultural water withdrawal as % of total water withdrawal,4254,2012,6.375,E
Iceland,99,Agricultural water withdrawal as % of total water withdrawal,4254,1980,3.704,E
Iceland,99,Agricultural water withdrawal as % of total water withdrawal,4254,1985,3.571,E
Iceland,99,Agricultural water withdrawal as % of total water withdrawal,4254,1992,41.92,E
Iceland,99,Agricultural water withdrawal as % of total water withdrawal,4254,2002,42.42,E
Iceland,99,Agricultural water withdrawal as % of total water withdrawal,4254,2004,42.42,E
Ireland,104,Agricultural water withdrawal as % of total water withdrawal,4254,1980,12.15,E
Ireland,104,Agricultural water withdrawal as % of total water withdrawal,4254,1994,15.22,E
Italy,106,Agricultural water withdrawal as % of total water withdrawal,4254,1970,61.54,
Italy,106,Agricultural water withdrawal as % of total water withdrawal,4254,2000,44.07,K
Latvia,119,Agricultural water withdrawal as % of total water withdrawal,4254,1995,8.612,K
